TypPS,oxygen,pm10,cnt0_5,co,temperature,performance,co2,measuretime,so2,no2,cnt5,timestamp,pm1,cnt1,dewpt,tvoc,pressure,cnt10,dCO2dt,sound_max,health,temperature_o2,cnt2_5,o3,humidity,dHdt,humidity_abs,sound,pm2_5,cnt0_3
1.948,20.797,10.793,416.385,1.611,30.785,132.0,551.403,1926,1445.58,8.166,0.806,2023-06-25 20:44:22,8.073,41.724,16.564,3576.86,993.893,0.136,1.09,71.3,96.0,35.151,2.437,35.848,43.407,-0.02,13.794,53.532,9.913,1308.02
1.809,20.798,9.781,410.971,1.61,30.775,41.0,557.898,1931,1442.89,9.65,0.771,2023-06-25 20:46:23,7.952,29.352,16.625,4214.25,993.888,0.222,75.36,69.6,26.0,35.139,1.556,35.784,43.6,0.3,13.848,53.481,9.035,1272.33
1.808,20.799,10.185,414.434,1.611,30.768,111.0,553.118,1907,1436.26,10.877,0.611,2023-06-25 20:48:24,8.452,29.088,16.677,3890.57,993.882,0.121,105.45,68.8,72.0,35.118,1.722,35.7,43.763,0.64,13.894,52.606,9.408,1304.46
1.885,20.799,11.668,434.553,1.613,30.758,14.0,565.501,1930,1427.46,11.588,0.981,2023-06-25 20:50:24,9.054,38.014,16.609,5503.62,993.885,0.305,31.84,75.1,9.0,35.111,1.762,35.28,43.599,0.19,13.835,52.771,10.723,1367.51
1.625,20.799,10.882,428.27,1.614,30.748,172.0,550.218,1932,1413.81,10.352,0.12,2023-06-25 20:52:25,8.588,41.026,16.534,3242.21,993.872,0.037,-2.1,57.0,120.0,35.111,1.546,34.867,43.415,-0.23,13.77,52.603,10.399,1337.42
1.508,20.799,11.636,447.41,1.614,30.734,303.0,530.487,1930,1400.45,9.178,0.236,2023-06-25 20:54:26,9.388,46.193,16.486,2424.03,993.856,0.005,-55.85,78.6,246.0,35.105,0.935,34.696,43.32,-0.4,13.728,54.346,11.274,1397.34
1.279,20.792,9.617,399.329,1.616,30.721,175.0,556.566,1920,1391.98,8.976,0.029,2023-06-25 20:56:26,7.985,40.318,16.612,3057.2,993.852,0.001,-49.84,74.7,116.0,35.106,0.114,34.422,43.7,-0.08,13.84,53.613,9.572,1255.86
1.919,20.797,12.113,446.475,1.616,30.716,23.0,566.937,1928,1379.42,8.964,1.407,2023-06-25 20:58:25,9.047,44.603,16.549,5567.25,993.851,0.622,46.1,62.9,15.0,35.101,2.752,34.185,43.539,0.12,13.785,53.79,11.167,1390.51
1.817,20.798,11.063,426.111,1.618,30.71,27.0,576.766,1920,1365.53,8.647,0.599,2023-06-25 21:00:25,8.895,33.663,16.563,4417.37,993.857,0.49,108.91,57.6,15.0,35.1,1.38,33.912,43.592,0.1,13.797,53.397,10.195,1306.72
1.587,20.803,10.679,431.472,1.619,30.704,166.0,578.22,1926,1354.26,8.171,0.073,2023-06-25 21:02:26,9.117,37.586,16.551,3089.02,993.852,0.06,90.73,61.9,124.0,35.1,1.39,33.416,43.573,-0.1,13.786,52.938,10.124,1332.19
1.305,20.801,10.653,414.852,1.621,30.695,78.0,559.666,1933,1343.14,7.844,0.009,2023-06-25 21:04:27,8.764,45.359,16.539,4438.29,993.851,0.007,-20.82,78.2,57.0,35.097,0.558,33.204,43.562,-0.05,13.776,54.953,10.581,1282.1
1.44,20.799,11.351,435.811,1.624,30.693,9.0,563.649,1930,1332.66,7.685,0.001,2023-06-25 21:06:27,8.983,50.554,16.506,6137.47,993.854,0.001,-37.13,76.7,7.0,35.095,1.163,32.991,43.475,-0.1,13.748,54.967,11.148,1371.88
1.444,20.803,11.111,440.438,1.627,30.684,1.0,542.883,1940,1320.34,6.803,0.713,2023-06-25 21:08:28,9.171,46.353,16.424,5128.76,993.851,0.0,-81.95,74.4,1.0,35.099,0.867,32.843,43.273,-0.34,13.677,54.58,10.83,1373.95
2.09,20.8,10.976,400.882,1.632,30.68,3.0,549.76,1925,1307.65,6.407,1.107,2023-06-25 21:10:28,8.294,32.281,16.464,5225.54,993.848,0.712,-43.29,77.4,1.0,35.1,1.519,32.895,43.393,-0.21,13.712,52.711,9.881,1251.99
1.958,20.799,12.928,439.624,1.636,30.674,0.0,552.818,1933,1294.75,6.304,0.813,2023-06-25 21:12:29,9.49,52.281,16.472,7422.79,993.845,0.765,-27.6,79.5,0.0,35.097,1.791,32.923,43.432,-0.04,13.72,52.85,11.9,1373.99
2.33,20.798,12.15,422.043,1.641,30.667,0.0,571.806,1924,1286.12,6.899,1.772,2023-06-25 21:14:28,8.926,36.477,16.532,12855.2,993.856,0.702,51.25,68.7,0.0,35.089,2.432,33.023,43.614,0.2,13.772,53.441,10.563,1311.48
1.602,20.797,11.556,432.536,1.646,30.661,0.0,585.024,1929,1279.29,8.093,0.654,2023-06-25 21:16:29,9.028,50.545,16.557,8059.54,993.866,0.086,109.29,62.7,0.0,35.079,1.399,32.986,43.698,0.25,13.794,53.833,11.076,1355.67
2.061,20.804,11.582,414.409,1.651,30.657,185.0,545.066,1917,1269.24,8.333,1.179,2023-06-25 21:18:30,8.858,40.873,16.528,3633.52,993.866,0.915,11.25,79.4,126.0,35.091,1.516,32.82,43.629,0.14,13.77,55.479,10.467,1305.69
2.212,20.799,10.672,397.987,1.657,30.65,268.0,530.788,1926,1260.7,10.518,1.377,2023-06-25 21:20:31,8.03,37.996,16.778,2753.5,993.862,0.901,-117.1,68.7,179.0,35.08,3.585,33.592,44.345,0.51,13.99,53.271,9.443,1245.83
1.975,20.797,12.519,436.363,1.662,30.634,320.0,544.68,1923,1253.06,13.725,1.429,2023-06-25 21:22:31,9.874,44.594,16.924,2331.34,993.861,0.662,-120.76,63.4,254.0,35.07,2.48,34.536,44.797,0.9,14.12,54.029,11.393,1371.78
1.444,20.795,12.437,437.284,1.666,30.62,424.0,517.604,1921,1243.39,16.246,0.187,2023-06-25 21:24:31,9.524,50.656,17.061,1899.3,993.853,0.094,-76.95,80.4,360.0,35.041,0.957,35.465,45.224,1.27,14.244,53.742,12.253,1370.2
2.037,20.793,12.413,426.508,1.67,30.603,397.0,524.006,1921,1235.43,18.944,1.459,2023-06-25 21:26:32,9.451,41.202,17.196,1997.06,993.863,0.186,-24.34,62.1,332.0,35.018,1.916,36.537,45.655,1.13,14.367,52.701,11.196,1333.26
1.845,20.793,12.096,437.299,1.673,30.592,412.0,525.673,1917,1228.68,21.608,0.776,2023-06-25 21:28:32,9.84,44.652,17.281,1896.79,993.884,0.206,-54.29,80.7,359.0,35.001,1.306,37.413,45.929,0.91,14.445,53.117,11.142,1370.41
2.069,20.792,13.123,454.462,1.675,30.588,404.0,527.439,1920,1219.13,23.279,2.073,2023-06-25 21:30:32,9.532,53.56,17.345,1931.05,993.884,0.972,14.74,67.7,350.0,35.005,2.431,37.724,46.126,0.72,14.503,53.336,11.912,1414.48
1.691,20.787,13.248,471.222,1.675,30.579,342.0,536.896,1926,1211.54,25.588,0.855,2023-06-25 21:32:34,9.9,53.171,17.557,2241.18,993.872,0.344,27.8,72.7,278.0,34.994,0.897,38.233,46.774,0.78,14.7,53.924,12.621,1472.18
1.932,20.793,12.676,461.028,1.674,30.566,510.0,527.59,1926,1199.83,26.576,1.4,2023-06-25 21:34:37,9.985,43.739,17.35,1409.51,993.861,0.707,33.65,73.2,476.0,34.968,1.497,38.212,46.201,0.33,14.51,54.983,11.599,1455.39
1.589,20.789,12.514,455.739,1.673,30.543,93.0,536.867,1917,1183.6,25.245,0.287,2023-06-25 21:36:37,9.84,51.963,17.322,18084.6,993.852,0.202,6.37,76.3,86.0,34.947,0.815,38.177,46.178,-0.05,14.485,54.186,12.033,1434.68
1.897,20.787,12.713,439.452,1.673,30.519,130.0,541.579,1924,1173.35,24.165,1.359,2023-06-25 21:38:37,9.597,48.134,17.312,5335.26,993.843,0.417,12.77,59.6,78.0,34.916,3.868,37.826,46.213,-0.41,14.477,53.026,11.733,1391.94
1.803,20.79,12.937,483.627,1.676,30.5,272.0,542.41,1928,1167.72,23.922,1.454,2023-06-25 21:40:38,10.175,40.243,17.334,2837.28,993.841,0.385,-14.33,60.4,198.0,34.892,2.55,37.372,46.328,-0.23,14.498,52.946,12.077,1522.56
1.58,20.792,12.027,459.46,1.68,30.479,410.0,534.524,1926,1157.83,23.369,0.19,2023-06-25 21:42:39,9.813,38.665,17.266,1923.85,993.837,0.047,52.89,80.3,365.0,34.876,1.706,37.135,46.184,-0.11,14.436,54.936,11.516,1429.64
1.858,20.791,12.196,456.815,1.681,30.451,536.0,507.298,1923,1140.27,22.031,2.137,2023-06-25 21:44:39,9.722,42.966,17.219,1383.66,993.832,0.718,-79.85,79.9,512.0,34.826,2.438,37.14,46.12,-0.26,14.395,54.511,11.173,1402.7
1.65,20.795,12.438,454.68,1.683,30.421,576.0,497.873,1914,1121.03,20.658,0.953,2023-06-25 21:46:39,10.0,52.711,17.183,1223.25,993.835,0.088,-126.09,67.7,539.0,34.771,1.509,37.298,46.097,-0.34,14.364,54.36,11.808,1404.27
1.425,20.796,12.028,462.201,1.686,30.388,587.0,512.247,1913,1111.98,20.012,0.113,2023-06-25 21:48:41,9.802,45.815,17.186,1113.52,993.838,0.01,-78.42,76.3,550.0,34.751,0.909,37.385,46.189,-0.23,14.368,53.481,11.785,1432.28
1.356,20.796,10.838,432.961,1.688,30.364,558.0,509.684,1924,1092.43,19.06,0.014,2023-06-25 21:50:41,9.285,36.689,17.165,1246.42,993.846,0.001,8.67,62.8,546.0,34.714,1.381,37.723,46.194,-0.11,14.35,53.324,10.6,1364.36
1.89,20.793,12.774,437.06,1.69,30.345,524.0,516.404,1942,1078.86,19.63,0.921,2023-06-25 21:52:43,9.309,51.878,17.228,1379.49,993.857,0.0,38.51,61.3,512.0,34.69,2.582,38.015,46.428,0.08,14.408,53.098,11.911,1367.93
1.511,20.792,13.525,467.437,1.693,30.319,521.0,512.009,1932,1070.24,20.53,0.388,2023-06-25 21:54:43,10.228,60.282,17.209,1404.29,993.856,0.276,11.44,59.8,501.0,34.638,1.943,38.133,46.44,0.09,14.392,53.004,13.222,1438.15
1.732,20.797,12.649,429.546,1.693,30.298,566.0,499.051,1923,1057.69,20.821,0.624,2023-06-25 21:56:43,9.221,50.896,17.192,1237.62,993.844,0.329,-21.49,67.6,550.0,34.617,1.702,38.531,46.449,0.09,14.378,54.015,12.017,1338.45
1.349,20.795,12.077,439.362,1.693,30.252,556.0,504.764,1933,1046.55,21.078,0.076,2023-06-25 21:58:43,9.897,44.271,17.166,1246.63,993.839,0.04,-38.9,80.9,540.0,34.604,0.623,39.04,46.492,-0.12,14.356,54.174,11.902,1364.98
1.788,20.797,11.352,415.353,1.692,30.223,570.0,490.541,1923,1041.31,21.823,0.979,2023-06-25 22:00:46,9.329,32.703,17.151,1237.01,993.843,0.005,-56.77,78.0,554.0,34.59,2.131,39.224,46.525,-0.18,14.344,54.17,10.535,1305.65
1.836,20.796,12.85,441.496,1.693,30.201,540.0,509.898,1911,1041.26,23.105,1.265,2023-06-25 22:02:47,9.594,43.877,17.165,1294.06,993.85,0.382,10.4,80.9,538.0,34.591,3.224,39.37,46.623,-0.07,14.357,54.975,11.968,1382.02
1.637,20.799,13.025,476.807,1.694,30.172,553.0,504.733,1922,1037.13,23.734,0.542,2023-06-25 22:04:47,10.577,44.01,17.153,1246.07,993.838,0.408,22.6,64.3,522.0,34.54,1.189,39.765,46.67,-0.02,14.349,54.835,12.334,1495.16
1.851,20.804,15.412,520.185,1.693,30.145,534.0,510.761,1925,1037.36,24.042,1.131,2023-06-25 22:06:47,11.358,62.92,17.15,1307.62,993.838,0.362,37.34,64.4,499.0,34.491,2.024,39.859,46.732,0.02,14.347,54.57,14.393,1631.13
1.922,20.803,13.937,489.344,1.693,30.12,497.0,517.324,1932,1038.91,24.148,0.787,2023-06-25 22:08:48,11.052,46.864,17.128,1458.72,993.85,0.418,30.82,61.9,481.0,34.472,1.787,39.859,46.735,-0.09,14.328,54.053,12.715,1540.69
1.444,20.803,11.307,454.865,1.693,30.095,537.0,511.653,1916,1036.86,24.08,0.259,2023-06-25 22:10:50,9.526,41.056,17.062,1279.41,993.881,0.049,19.54,61.9,532.0,34.445,0.618,40.143,46.607,-0.19,14.27,53.216,10.953,1428.17
1.733,20.805,13.19,473.979,1.691,30.062,583.0,494.255,1912,1032.61,23.678,0.529,2023-06-25 22:12:50,9.763,55.159,16.998,1120.9,993.892,0.504,-41.25,63.0,547.0,34.401,1.557,40.581,46.504,-0.36,14.213,52.574,12.531,1494.18
1.761,20.799,12.516,477.846,1.691,30.027,557.0,497.258,1927,1033.47,23.383,1.261,2023-06-25 22:14:50,9.883,50.255,17.019,1223.57,993.902,0.705,-70.07,61.9,541.0,34.344,1.386,40.878,46.662,-0.28,14.234,54.055,11.64,1483.4
2.028,20.804,12.48,457.885,1.691,30.0,558.0,497.524,1937,1036.73,24.085,2.441,2023-06-25 22:16:49,9.822,39.937,17.039,1213.27,993.921,0.878,-47.71,64.9,549.0,34.3,2.845,41.255,46.794,-0.11,14.253,52.993,11.15,1432.59
1.389,20.808,11.914,448.397,1.69,29.972,576.0,488.882,1911,1038.48,24.766,0.374,2023-06-25 22:18:50,9.951,45.703,17.027,1158.04,993.929,0.104,-14.04,59.8,550.0,34.262,0.572,41.639,46.831,0.04,14.244,53.067,11.63,1384.14
2.035,20.803,13.711,456.854,1.69,29.943,575.0,487.735,1920,1041.23,25.085,1.694,2023-06-25 22:20:51,9.829,53.456,16.989,1163.26,993.938,1.35,-16.23,59.2,553.0,34.229,3.039,41.807,46.797,-0.03,14.211,53.742,12.555,1420.93
1.885,20.808,13.033,459.926,1.691,29.912,595.0,479.006,1937,1043.72,25.199,1.245,2023-06-25 22:22:50,9.736,46.743,16.965,1094.46,993.956,0.171,-46.39,72.9,558.0,34.21,3.005,41.958,46.809,-0.14,14.191,51.96,12.082,1445.19
1.982,20.805,13.967,472.266,1.691,29.879,597.0,481.908,1938,1045.29,25.245,1.312,2023-06-25 22:24:50,9.896,49.218,16.918,1067.31,993.957,0.517,-30.81,72.4,553.0,34.157,3.995,42.246,46.761,-0.28,14.15,53.327,12.678,1485.86
1.585,20.803,12.566,452.672,1.69,29.848,605.0,475.868,1923,1047.64,25.598,0.276,2023-06-25 22:26:51,10.095,41.254,16.898,1029.0,993.984,0.063,-27.38,75.4,546.0,34.121,1.516,42.786,46.781,-0.28,14.133,54.354,11.99,1404.93
1.768,20.801,11.862,435.048,1.689,29.823,571.0,484.204,1928,1056.85,26.378,0.997,2023-06-25 22:28:52,9.446,42.292,16.912,1164.56,994.002,0.008,5.78,64.8,555.0,34.105,2.11,42.89,46.892,-0.09,14.147,54.269,11.08,1369.97
1.807,20.809,13.654,467.136,1.687,29.802,542.0,487.707,1921,1064.0,27.571,1.174,2023-06-25 22:30:52,9.959,60.532,16.908,1298.83,994.002,0.001,15.76,67.1,522.0,34.101,3.224,42.808,46.938,0.0,14.145,53.316,12.889,1458.0
1.562,20.81,12.878,476.832,1.687,29.778,475.0,485.525,1924,1070.64,28.615,0.459,2023-06-25 22:32:52,10.459,47.415,16.892,1619.59,993.993,0.0,24.26,74.3,437.0,34.095,2.695,43.121,46.955,0.0,14.131,54.873,12.359,1494.15
1.342,20.816,12.877,479.632,1.687,29.743,489.0,477.967,1923,1077.58,29.181,0.109,2023-06-25 22:34:52,10.457,50.785,16.848,1568.14,993.991,0.0,-13.81,68.5,454.0,34.062,1.361,43.285,46.916,-0.16,14.093,55.174,12.751,1501.82
1.999,20.816,12.943,451.758,1.686,29.709,534.0,476.002,1928,1085.25,30.259,0.931,2023-06-25 22:36:53,10.168,49.442,16.881,1344.26,994.002,0.601,-34.07,74.1,518.0,34.023,2.076,43.833,47.106,-0.07,14.124,56.609,11.735,1414.72
1.553,20.813,11.833,466.314,1.686,29.685,537.0,478.043,1935,1092.94,31.786,0.249,2023-06-25 22:38:53,9.865,39.017,16.899,1315.18,994.007,0.074,-23.68,77.2,521.0,33.978,0.957,44.448,47.228,-0.01,14.142,54.784,11.313,1453.28
1.472,20.812,13.498,459.372,1.686,29.668,514.0,486.304,1929,1105.04,33.353,0.271,2023-06-25 22:40:54,10.258,54.903,16.901,1411.95,994.003,0.009,19.17,65.7,497.0,33.963,2.068,44.04,47.277,0.12,14.144,53.798,13.246,1439.45
1.815,20.815,13.892,460.646,1.686,29.66,502.0,492.025,1930,1117.86,35.283,0.964,2023-06-25 22:42:54,10.267,53.827,16.935,1459.26,994.007,0.674,45.37,72.0,485.0,33.938,2.653,43.771,47.406,0.17,14.176,53.691,12.99,1443.98
1.602,20.82,11.901,467.173,1.686,29.654,498.0,496.703,1932,1131.82,36.268,0.554,2023-06-25 22:44:56,9.79,37.983,16.959,1468.01,994.0,0.398,51.9,79.8,484.0,33.933,0.998,43.44,47.489,0.15,14.197,53.86,11.265,1463.62
2.282,20.82,14.524,467.203,1.686,29.653,474.0,506.76,1921,1144.4,37.283,1.579,2023-06-25 22:46:57,9.948,49.854,16.966,1552.22,993.998,0.89,51.94,61.9,457.0,33.931,4.429,43.136,47.515,0.2,14.204,54.071,12.866,1448.13
2.111,20.813,13.405,467.962,1.687,29.654,391.0,514.178,1934,1157.71,38.197,1.245,2023-06-25 22:48:58,9.99,44.846,16.982,1953.8,993.998,1.093,61.11,57.9,347.0,33.946,2.231,42.749,47.559,0.15,14.218,52.721,11.969,1468.62
1.674,20.811,12.998,482.302,1.689,29.653,375.0,508.489,1933,1169.33,38.838,0.641,2023-06-25 22:50:57,10.6,47.89,17.009,2069.0,994.007,0.5,34.5,60.8,314.0,33.937,1.113,42.539,47.645,0.13,14.242,52.922,12.289,1493.61
1.71,20.811,12.865,464.09,1.691,29.651,368.0,516.151,1926,1180.4,39.23,0.078,2023-06-25 22:52:58,10.354,55.443,16.999,2081.53,994.003,0.061,25.18,59.7,311.0,33.943,2.542,42.093,47.619,0.04,14.233,52.877,12.073,1437.3
1.897,20.818,13.845,464.527,1.692,29.646,425.0,513.354,1925,1188.96,39.956,1.03,2023-06-25 22:54:58,10.751,49.129,17.016,1798.23,994.004,0.67,11.22,65.8,387.0,33.93,2.28,42.184,47.686,0.05,14.249,53.757,12.663,1443.59
1.761,20.815,14.328,480.737,1.692,29.628,495.0,501.417,1923,1195.13,40.076,1.042,2023-06-25 22:56:59,10.424,61.096,17.016,1493.98,994.002,0.285,-18.98,60.6,477.0,33.91,2.373,42.55,47.734,0.07,14.25,53.793,13.614,1496.46
1.427,20.814,12.52,485.436,1.693,29.617,518.0,503.235,1917,1203.51,40.692,0.135,2023-06-25 22:59:01,10.659,47.726,17.058,1363.14,994.006,0.034,-41.95,64.1,502.0,33.911,0.723,43.13,47.892,0.12,14.289,53.942,12.148,1529.04
1.689,20.809,13.414,490.09,1.694,29.604,530.0,503.277,1916,1207.33,41.944,0.887,2023-06-25 23:01:01,11.016,52.746,17.067,1290.28,994.017,0.004,-28.67,68.2,508.0,33.905,1.057,43.654,47.956,0.13,14.297,54.097,12.634,1551.46
2.048,20.811,13.909,485.137,1.694,29.593,525.0,501.857,1928,1210.15,42.721,0.67,2023-06-25 23:03:01,10.233,55.091,17.067,1319.05,994.032,0.563,-0.91,77.2,523.0,33.885,2.78,43.725,47.987,0.16,14.298,52.684,12.626,1510.77
1.388,20.814,13.297,493.601,1.694,29.58,530.0,503.336,1940,1213.34,43.077,0.082,2023-06-25 23:05:01,11.037,47.728,17.049,1297.07,994.061,0.069,2.77,63.3,508.0,33.86,0.886,43.454,47.966,-0.03,14.282,53.867,13.045,1536.35
1.811,20.812,14.969,509.304,1.693,29.562,543.0,504.092,1933,1214.18,43.444,1.665,2023-06-25 23:07:02,10.859,62.843,17.064,1233.23,994.067,0.008,0.94,64.3,514.0,33.833,3.183,43.614,48.062,-0.03,14.296,53.86,14.069,1606.65
1.899,20.811,13.093,461.798,1.69,29.529,559.0,501.949,1938,1209.61,42.661,1.369,2023-06-25 23:09:03,10.271,47.508,17.006,1155.43,994.069,0.259,-0.35,61.7,539.0,33.812,1.613,43.986,47.979,-0.08,14.246,53.711,12.042,1441.97
1.768,20.808,14.659,492.991,1.687,29.498,587.0,498.067,1939,1201.45,41.494,1.212,2023-06-25 23:11:02,10.496,61.622,16.975,1035.19,994.068,0.033,-17.29,62.4,532.0,33.767,3.311,44.418,47.968,-0.16,14.219,54.113,13.951,1521.8
1.364,20.808,12.205,468.15,1.683,29.462,582.0,498.702,1919,1196.16,40.9,0.174,2023-06-25 23:13:03,9.925,49.169,16.971,1051.1,994.057,0.004,-14.55,62.9,552.0,33.721,0.753,44.762,48.056,-0.21,14.217,53.638,12.028,1437.86
1.466,20.806,11.372,448.805,1.681,29.441,575.0,500.973,1936,1195.21,41.177,0.408,2023-06-25 23:15:03,9.487,39.423,16.96,1073.7,994.047,0.0,-2.11,64.0,567.0,33.697,0.559,44.736,48.082,-0.13,14.209,52.001,11.047,1407.96
1.537,20.809,11.975,464.898,1.679,29.43,575.0,498.535,1924,1195.9,42.138,0.443,2023-06-25 23:17:06,9.306,48.701,16.939,1094.88,994.041,0.394,0.85,73.2,573.0,33.691,1.794,44.506,48.046,-0.08,14.19,53.396,11.628,1439.44
1.802,20.811,17.837,557.691,1.679,29.422,558.0,503.729,1922,1200.74,43.137,1.293,2023-06-25 23:19:06,12.204,75.355,16.99,1165.61,994.049,0.955,8.13,64.5,475.0,33.656,3.691,44.126,48.226,0.04,14.237,53.964,16.974,1734.05
1.876,20.811,20.6,621.887,1.679,29.409,564.0,507.509,1935,1203.7,44.423,0.901,2023-06-25 23:21:07,13.684,98.122,16.989,1125.94,994.058,0.691,20.14,57.7,428.0,33.656,6.232,44.089,48.259,0.11,14.236,53.631,19.392,1926.31
1.848,20.81,19.449,579.122,1.677,29.391,583.0,499.228,1934,1201.16,44.831,0.881,2023-06-25 23:23:07,12.939,109.331,17.001,1065.33,994.064,0.157,5.42,59.9,450.0,33.625,5.419,44.351,48.344,0.13,14.247,52.896,18.493,1809.59
2.428,20.81,19.565,569.22,1.677,29.366,570.0,503.119,1922,1203.6,45.749,2.503,2023-06-25 23:25:07,12.929,83.341,16.965,1109.49,994.058,1.425,-5.19,84.3,451.0,33.605,6.646,44.301,48.304,-0.01,14.216,53.118,17.101,1762.52
1.969,20.816,17.234,557.285,1.678,29.353,547.0,506.678,1917,1211.38,46.804,1.771,2023-06-25 23:27:09,12.476,79.409,16.963,1218.69,994.067,0.352,-5.08,74.5,466.0,33.603,4.21,43.717,48.336,-0.12,14.216,53.656,15.906,1745.7
1.719,20.815,15.482,522.771,1.679,29.351,537.0,514.451,1922,1220.42,47.766,0.621,2023-06-25 23:29:08,11.728,62.368,16.974,1251.32,994.062,0.252,41.32,73.3,489.0,33.604,2.17,43.147,48.373,-0.04,14.225,53.599,14.619,1629.24
1.668,20.815,15.53,527.773,1.68,29.355,537.0,518.158,1930,1228.78,48.987,0.632,2023-06-25 23:31:09,11.336,64.437,16.985,1254.7,994.055,0.114,47.86,75.0,500.0,33.603,3.098,42.577,48.398,0.03,14.236,54.047,14.881,1641.82
1.808,20.815,15.494,548.373,1.678,29.352,552.0,514.119,1931,1232.7,49.67,0.274,2023-06-25 23:33:09,11.902,60.995,16.999,1209.17,994.052,0.014,27.11,70.8,483.0,33.602,2.123,42.419,48.449,0.09,14.248,53.559,14.501,1709.64
1.735,20.809,19.04,628.515,1.679,29.345,526.0,525.456,1930,1235.65,50.173,0.677,2023-06-25 23:35:10,14.228,83.445,16.993,1284.7,994.054,0.002,23.46,68.1,413.0,33.6,3.513,42.379,48.449,0.04,14.243,52.972,18.136,1944.04
1.63,20.808,25.564,786.422,1.681,29.343,458.0,534.351,1928,1242.93,51.069,0.719,2023-06-25 23:37:10,18.654,117.427,17.03,1584.09,994.055,0.0,46.57,58.4,302.0,33.6,3.509,42.088,48.566,0.09,14.276,52.83,24.782,2450.84
1.797,20.815,24.088,759.842,1.684,29.337,442.0,533.624,1926,1250.18,52.065,1.416,2023-06-25 23:39:10,17.759,105.01,17.042,1668.68,994.054,0.25,53.6,79.3,321.0,33.6,4.563,41.823,48.621,0.1,14.287,54.065,22.726,2345.92
1.858,20.809,24.669,751.528,1.687,29.334,450.0,534.056,1927,1256.45,53.334,1.485,2023-06-25 23:41:11,16.681,120.558,17.063,1631.9,994.04,0.171,28.94,57.3,348.0,33.6,6.151,41.735,48.697,0.16,14.307,52.465,23.406,2343.63
1.965,20.807,25.092,767.846,1.689,29.331,442.0,539.994,1928,1263.92,54.387,1.655,2023-06-25 23:43:11,17.268,115.825,17.087,1648.81,994.017,0.532,12.28,63.7,334.0,33.6,5.033,41.512,48.777,0.16,14.328,52.804,23.404,2398.56
1.588,20.809,21.529,674.081,1.692,29.325,457.0,544.207,1923,1270.15,55.435,0.521,2023-06-25 23:45:11,15.245,109.072,17.087,1562.5,993.982,0.189,26.2,66.1,385.0,33.601,2.586,41.379,48.794,0.11,14.329,53.049,21.041,2101.63
2.165,20.81,23.926,705.078,1.693,29.323,473.0,540.889,1921,1272.98,55.948,2.936,2023-06-25 23:47:11,16.183,115.56,17.079,1503.79,993.956,1.546,22.71,57.7,359.0,33.6,5.666,41.127,48.775,0.03,14.322,52.738,21.58,2181.68
1.836,20.81,19.584,651.235,1.693,29.317,496.0,537.823,1935,1275.14,56.263,1.123,2023-06-25 23:49:13,14.62,81.583,17.091,1410.12,993.951,0.494,-4.76,62.3,401.0,33.601,3.475,40.979,48.83,0.03,14.333,52.441,18.285,2023.6
1.654,20.808,17.967,597.889,1.693,29.313,502.0,540.055,1925,1274.98,56.265,1.081,2023-06-25 23:51:14,13.635,73.324,17.042,1380.24,993.961,0.06,-15.78,78.8,430.0,33.603,3.423,40.776,48.69,-0.07,14.289,54.525,17.217,1867.62
1.889,20.81,17.693,569.79,1.694,29.312,517.0,537.051,1928,1272.79,56.316,1.066,2023-06-25 23:53:14,12.123,85.444,16.99,1323.83,993.971,0.441,-7.7,62.1,477.0,33.6,2.773,40.522,48.533,-0.2,14.242,52.982,16.628,1781.2
1.929,20.816,15.819,535.022,1.694,29.309,527.0,533.912,1922,1270.9,56.356,1.618,2023-06-25 23:55:14,11.771,59.401,16.972,1298.15,993.979,0.53,-8.47,59.7,488.0,33.601,2.281,40.285,48.485,-0.26,14.225,52.161,14.576,1658.0
1.802,20.819,15.302,539.55,1.695,29.3,541.0,524.238,1923,1269.23,55.984,1.314,2023-06-25 23:57:15,11.242,64.215,16.925,1277.0,993.988,0.617,-45.33,63.0,505.0,33.6,2.168,39.928,48.365,-0.32,14.184,53.235,14.359,1691.55
1.491,20.819,14.137,525.069,1.695,29.292,545.0,521.838,1930,1267.09,55.569,0.557,2023-06-25 23:59:15,11.664,49.436,16.886,1279.36,993.991,0.101,-45.49,59.0,491.0,33.598,0.661,39.547,48.269,-0.3,14.149,52.846,13.642,1644.17
1.788,20.818,16.453,546.168,1.695,29.283,563.0,514.668,1925,1262.45,54.947,1.432,2023-06-26 00:01:16,11.789,65.389,16.826,1227.06,993.991,0.339,-48.3,62.7,487.0,33.598,2.434,39.301,48.112,-0.36,14.096,52.698,15.583,1698.82
1.834,20.818,15.624,498.789,1.693,29.268,585.0,509.975,1919,1254.81,53.656,0.803,2023-06-26 00:03:18,10.933,59.962,16.723,1143.92,993.997,0.04,-41.09,60.0,518.0,33.592,4.44,39.164,47.838,-0.46,14.004,52.611,14.707,1558.67
1.439,20.82,13.145,489.356,1.691,29.245,599.0,504.782,1935,1246.43,52.175,0.312,2023-06-26 00:05:17,10.751,51.552,16.622,1097.81,994.013,0.215,-46.89,62.2,523.0,33.559,0.957,39.092,47.594,-0.63,13.916,53.19,12.804,1528.75
